row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,claim,closing_document,input_row_ids,metric,org_id,period,verdict
O-FE-Anthropic-2020,,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2020&page_size=100,2026-09-14,"{""LQ-anthropic-2020"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-Anthropic-2020,,Anthropic,,OPEN
O-FE-Anthropic-2021,,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2021&page_size=100,2026-09-14,"{""LQ-anthropic-2021"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-Anthropic-2021,,Anthropic,,OPEN
O-FE-Anthropic-2022,,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2022&page_size=100,2026-09-14,"{""LQ-anthropic-2022"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-Anthropic-2022,,Anthropic,,OPEN
O-FE-OpenAI-2019,,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2019&page_size=100,2026-09-14,"{""LQ-openai-2019"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-OpenAI-2019,,OpenAI,,OPEN
O-FE-OpenAI-2020,,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2020&page_size=100,2026-09-14,"{""LQ-openai-2020"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-OpenAI-2020,,OpenAI,,OPEN
O-FE-OpenAI-2021,,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2021&page_size=100,2026-09-14,"{""LQ-openai-2021"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-OpenAI-2021,,OpenAI,,OPEN
O-FE-OpenAI-2022,,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2022&page_size=100,2026-09-14,"{""LQ-openai-2022"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-OpenAI-2022,,OpenAI,,OPEN
O-FE-xAI-2019,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2019&page_size=100,2026-09-14,"{""LQ-xai-2019"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-xAI-2019,,xAI,,OPEN
O-FE-xAI-2020,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2020&page_size=100,2026-09-14,"{""LQ-xai-2020"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-xAI-2020,,xAI,,OPEN
O-FE-xAI-2021,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2021&page_size=100,2026-09-14,"{""LQ-xai-2021"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-xAI-2021,,xAI,,OPEN
O-FE-xAI-2022,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2022&page_size=100,2026-09-14,"{""LQ-xai-2022"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-xAI-2022,,xAI,,OPEN
O-FE-xAI-2023,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2023&page_size=100,2026-09-14,"{""LQ-xai-2023"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-xAI-2023,,xAI,,OPEN
O-FE-xAI-2024,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2024&page_size=100,2026-09-14,"{""LQ-xai-2024"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-xAI-2024,,xAI,,OPEN
O-FE-xAI-2025,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2025&page_size=100,2026-09-14,"{""LQ-xai-2025"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-xAI-2025,,xAI,,OPEN
O-FE-xAI-2026,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2026&page_size=100,2026-09-14,"{""LQ-xai-2026"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",FE-xAI-2026,,xAI,,OPEN
O-SF-Amazon-2025,,https://lda.gov/api/v1/filings/?client_name=Amazon&filing_year=2025&page_size=100,2026-09-14,"{""LQ-amazon-2025"": ""\""count\"": 104""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Amazon-2025,,Amazon,,OPEN
O-SF-Amazon-2026,,https://lda.gov/api/v1/filings/?client_name=Amazon&filing_year=2026&page_size=100,2026-09-14,"{""LQ-amazon-2026"": ""\""count\"": 54""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Amazon-2026,,Amazon,,OPEN
O-SF-Anthropic-2019,,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2019&page_size=100,2026-09-14,"{""LQ-anthropic-2019"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Anthropic-2019,,Anthropic,,OPEN
O-SF-Anthropic-2020,,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2020&page_size=100,2026-09-14,"{""LQ-anthropic-2020"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Anthropic-2020,,Anthropic,,OPEN
O-SF-Anthropic-2021,,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2021&page_size=100,2026-09-14,"{""LQ-anthropic-2021"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Anthropic-2021,,Anthropic,,OPEN
O-SF-Anthropic-2022,,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2022&page_size=100,2026-09-14,"{""LQ-anthropic-2022"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Anthropic-2022,,Anthropic,,OPEN
O-SF-Google-2019,,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2019&page_size=100,2026-09-14,"{""LQ-google-2019"": ""\""count\"": 101""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Google-2019,,Google,,OPEN
O-SF-Google-2020,,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2020&page_size=100,2026-09-14,"{""LQ-google-2020"": ""\""count\"": 89""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Google-2020,,Google,,OPEN
O-SF-Google-2021,,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2021&page_size=100,2026-09-14,"{""LQ-google-2021"": ""\""count\"": 91""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Google-2021,,Google,,OPEN
O-SF-Google-2022,,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2022&page_size=100,2026-09-14,"{""LQ-google-2022"": ""\""count\"": 83""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Google-2022,,Google,,OPEN
O-SF-Google-2023,,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2023&page_size=100,2026-09-14,"{""LQ-google-2023"": ""\""count\"": 87""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Google-2023,,Google,,OPEN
O-SF-Meta-2019,,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2019&page_size=100,2026-09-14,"{""LQ-meta-platforms-2019"": ""\""count\"": 64""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Meta-2019,,Meta,,OPEN
O-SF-Meta-2020,,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2020&page_size=100,2026-09-14,"{""LQ-meta-platforms-2020"": ""\""count\"": 79""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Meta-2020,,Meta,,OPEN
O-SF-Meta-2021,,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2021&page_size=100,2026-09-14,"{""LQ-meta-platforms-2021"": ""\""count\"": 100""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Meta-2021,,Meta,,OPEN
O-SF-Meta-2022,,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2022&page_size=100,2026-09-14,"{""LQ-meta-platforms-2022"": ""\""count\"": 104""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Meta-2022,,Meta,,OPEN
O-SF-Meta-2023,,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2023&page_size=100,2026-09-14,"{""LQ-meta-platforms-2023"": ""\""count\"": 97""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Meta-2023,,Meta,,OPEN
O-SF-Meta-2024,,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2024&page_size=100,2026-09-14,"{""LQ-meta-platforms-2024"": ""\""count\"": 84""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Meta-2024,,Meta,,OPEN
O-SF-Meta-2025,,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2025&page_size=100,2026-09-14,"{""LQ-meta-platforms-2025"": ""\""count\"": 93""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Meta-2025,,Meta,,OPEN
O-SF-Meta-2026,,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2026&page_size=100,2026-09-14,"{""LQ-meta-platforms-2026"": ""\""count\"": 47""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Meta-2026,,Meta,,OPEN
O-SF-Microsoft-2022,,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2022&page_size=100,2026-09-14,"{""LQ-microsoft-2022"": ""\""count\"": 96""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Microsoft-2022,,Microsoft,,OPEN
O-SF-Microsoft-2023,,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2023&page_size=100,2026-09-14,"{""LQ-microsoft-2023"": ""\""count\"": 87""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Microsoft-2023,,Microsoft,,OPEN
O-SF-Microsoft-2024,,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2024&page_size=100,2026-09-14,"{""LQ-microsoft-2024"": ""\""count\"": 89""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Microsoft-2024,,Microsoft,,OPEN
O-SF-Microsoft-2025,,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2025&page_size=100,2026-09-14,"{""LQ-microsoft-2025"": ""\""count\"": 88""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Microsoft-2025,,Microsoft,,OPEN
O-SF-Microsoft-2026,,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2026&page_size=100,2026-09-14,"{""LQ-microsoft-2026"": ""\""count\"": 40""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-Microsoft-2026,,Microsoft,,OPEN
O-SF-OpenAI-2019,,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2019&page_size=100,2026-09-14,"{""LQ-openai-2019"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-OpenAI-2019,,OpenAI,,OPEN
O-SF-OpenAI-2020,,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2020&page_size=100,2026-09-14,"{""LQ-openai-2020"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-OpenAI-2020,,OpenAI,,OPEN
O-SF-OpenAI-2021,,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2021&page_size=100,2026-09-14,"{""LQ-openai-2021"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-OpenAI-2021,,OpenAI,,OPEN
O-SF-OpenAI-2022,,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2022&page_size=100,2026-09-14,"{""LQ-openai-2022"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-OpenAI-2022,,OpenAI,,OPEN
O-SF-OpenAI-2023,,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2023&page_size=100,2026-09-14,"{""LQ-openai-2023"": ""\""count\"": 6""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-OpenAI-2023,,OpenAI,,OPEN
O-SF-OpenAI-2024,,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2024&page_size=100,2026-09-14,"{""LQ-openai-2024"": ""\""count\"": 20""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-OpenAI-2024,,OpenAI,,OPEN
